InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536840,22963,JAM JAR WITH GREEN LID,12,2010-12-02 18:27:00,0.85,12738.0,Germany
536840,22776,SWEETHEART CAKESTAND 3 TIER,1,2010-12-02 18:27:00,9.95,12738.0,Germany
536840,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-02 18:27:00,0.55,12738.0,Germany
536840,22077,6 RIBBONS RUSTIC CHARM,12,2010-12-02 18:27:00,1.65,12738.0,Germany
536840,22215,CAKE STAND WHITE TWO TIER LACE,2,2010-12-02 18:27:00,8.5,12738.0,Germany
536840,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-12-02 18:27:00,0.55,12738.0,Germany
536840,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-02 18:27:00,0.55,12738.0,Germany
536840,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-02 18:27:00,0.55,12738.0,Germany
536852,22549,PICTURE DOMINOES,12,2010-12-03 09:51:00,1.45,12686.0,France
536852,22544,MINI JIGSAW SPACEBOY,24,2010-12-03 09:51:00,0.42,12686.0,France
536852,22539,MINI JIGSAW DOLLY GIRL,24,2010-12-03 09:51:00,0.42,12686.0,France
536852,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2010-12-03 09:51:00,0.85,12686.0,France
536852,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-12-03 09:51:00,1.25,12686.0,France
536852,21786,POLKADOT RAIN HAT ,24,2010-12-03 09:51:00,0.42,12686.0,France
536858,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,30,2010-12-03 10:36:00,2.95,13520.0,Switzerland
536858,22554,PLASTERS IN TIN WOODLAND ANIMALS,36,2010-12-03 10:36:00,1.65,13520.0,Switzerland
536858,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2010-12-03 10:36:00,1.65,13520.0,Switzerland
536858,20677,PINK POLKADOT BOWL,16,2010-12-03 10:36:00,1.25,13520.0,Switzerland
536858,20750,RED RETROSPOT MINI CASES,2,2010-12-03 10:36:00,7.95,13520.0,Switzerland
536861,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-12-03 10:44:00,2.1,12427.0,Germany
536861,22077,6 RIBBONS RUSTIC CHARM,12,2010-12-03 10:44:00,1.65,12427.0,Germany
536861,21249,WOODLAND  HEIGHT CHART STICKERS ,6,2010-12-03 10:44:00,2.95,12427.0,Germany
536861,22636,CHILDS BREAKFAST SET CIRCUS PARADE,8,2010-12-03 10:44:00,7.65,12427.0,Germany
536861,22634,CHILDS BREAKFAST SET SPACEBOY ,8,2010-12-03 10:44:00,8.5,12427.0,Germany
536861,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-12-03 10:44:00,2.55,12427.0,Germany
536861,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-12-03 10:44:00,2.55,12427.0,Germany
536861,21328,BALLOONS  WRITING SET ,12,2010-12-03 10:44:00,1.65,12427.0,Germany
536861,21329,DINOSAURS  WRITING SET ,12,2010-12-03 10:44:00,1.65,12427.0,Germany
536944,22383,LUNCH BAG SUKI  DESIGN ,70,2010-12-03 12:20:00,1.65,12557.0,Spain
536944,22384,LUNCH BAG PINK POLKADOT,100,2010-12-03 12:20:00,1.45,12557.0,Spain
536944,20727,LUNCH BAG  BLACK SKULL.,60,2010-12-03 12:20:00,1.65,12557.0,Spain
536944,20725,LUNCH BAG RED RETROSPOT,70,2010-12-03 12:20:00,1.65,12557.0,Spain
536944,20728,LUNCH BAG CARS BLUE,100,2010-12-03 12:20:00,1.45,12557.0,Spain
536967,85099B,JUMBO BAG RED RETROSPOT,30,2010-12-03 12:57:00,1.95,12600.0,Germany
536971,21733,RED HANGING HEART T-LIGHT HOLDER,32,2010-12-03 13:40:00,2.55,12779.0,Poland
536971,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2010-12-03 13:40:00,1.25,12779.0,Poland
536971,37446,MINI CAKE STAND WITH HANGING CAKES,8,2010-12-03 13:40:00,1.45,12779.0,Poland
536971,37448,CERAMIC CAKE DESIGN SPOTTED MUG,24,2010-12-03 13:40:00,1.49,12779.0,Poland
536971,21700,BIG DOUGHNUT FRIDGE MAGNETS,24,2010-12-03 13:40:00,0.85,12779.0,Poland
536971,22844,VINTAGE CREAM DOG FOOD CONTAINER,4,2010-12-03 13:40:00,8.5,12779.0,Poland
536971,22961,JAM MAKING SET PRINTED,12,2010-12-03 13:40:00,1.45,12779.0,Poland
536971,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-03 13:40:00,1.45,12779.0,Poland
536974,15056BL,EDWARDIAN PARASOL BLACK,9,2010-12-03 13:59:00,5.95,12682.0,France
536974,15056P,EDWARDIAN PARASOL PINK,3,2010-12-03 13:59:00,5.95,12682.0,France
536974,20679,EDWARDIAN PARASOL RED,6,2010-12-03 13:59:00,5.95,12682.0,France
536974,21915,RED  HARMONICA IN BOX ,12,2010-12-03 13:59:00,1.25,12682.0,France
536974,22659,LUNCH BOX I LOVE LONDON,12,2010-12-03 13:59:00,1.95,12682.0,France
536974,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,2010-12-03 13:59:00,2.55,12682.0,France
536974,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2010-12-03 13:59:00,1.25,12682.0,France
536974,22027,TEA PARTY BIRTHDAY CARD,12,2010-12-03 13:59:00,0.42,12682.0,France
536974,20749,ASSORTED COLOUR MINI CASES,2,2010-12-03 13:59:00,7.95,12682.0,France
536974,20750,RED RETROSPOT MINI CASES,2,2010-12-03 13:59:00,7.95,12682.0,France
536974,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2010-12-03 13:59:00,0.85,12682.0,France
536974,22748,POPPY'S PLAYHOUSE KITCHEN,6,2010-12-03 13:59:00,2.1,12682.0,France
536974,22080,RIBBON REEL POLKADOTS ,10,2010-12-03 13:59:00,1.65,12682.0,France
536974,20725,LUNCH BAG RED RETROSPOT,10,2010-12-03 13:59:00,1.65,12682.0,France
536974,20726,LUNCH BAG WOODLAND,10,2010-12-03 13:59:00,1.65,12682.0,France
536983,22331,WOODLAND PARTY BAG + STICKER SET,8,2010-12-03 14:30:00,1.65,12712.0,Germany
536983,22865,HAND WARMER OWL DESIGN,12,2010-12-03 14:30:00,2.1,12712.0,Germany
536983,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,2010-12-03 14:30:00,8.5,12712.0,Germany
536983,22926,IVORY GIANT GARDEN THERMOMETER,4,2010-12-03 14:30:00,5.95,12712.0,Germany
536983,22914,BLUE COAT RACK PARIS FASHION,3,2010-12-03 14:30:00,4.95,12712.0,Germany
536983,84849D,HOT BATHS SOAP HOLDER,12,2010-12-03 14:30:00,1.69,12712.0,Germany
536983,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2010-12-03 14:30:00,2.95,12712.0,Germany
536983,16016,LARGE CHINESE STYLE SCISSOR,10,2010-12-03 14:30:00,0.85,12712.0,Germany
536990,21992,VINTAGE PAISLEY STATIONERY SET,6,2010-12-03 15:14:00,2.95,12793.0,Portugal
536990,22383,LUNCH BAG SUKI  DESIGN ,10,2010-12-03 15:14:00,1.65,12793.0,Portugal
536990,20728,LUNCH BAG CARS BLUE,14,2010-12-03 15:14:00,1.65,12793.0,Portugal
536990,20658,RED RETROSPOT LUGGAGE TAG,12,2010-12-03 15:14:00,1.25,12793.0,Portugal
536990,20669,RED HEART LUGGAGE TAG,12,2010-12-03 15:14:00,1.25,12793.0,Portugal
536990,20726,LUNCH BAG WOODLAND,10,2010-12-03 15:14:00,1.65,12793.0,Portugal
537022,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2010-12-03 15:45:00,1.25,12725.0,Italy
537022,21287,SCENTED VELVET LOUNGE CANDLE ,12,2010-12-03 15:45:00,1.25,12725.0,Italy
537022,79337,BLUE FLOCK GLASS CANDLEHOLDER,6,2010-12-03 15:45:00,1.65,12725.0,Italy
537022,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,12,2010-12-03 15:45:00,1.25,12725.0,Italy
537022,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6,2010-12-03 15:45:00,2.1,12725.0,Italy
537022,22809,SET OF 6 T-LIGHTS SANTA,6,2010-12-03 15:45:00,2.95,12725.0,Italy
537022,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2010-12-03 15:45:00,2.95,12725.0,Italy
537022,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2010-12-03 15:45:00,1.25,12725.0,Italy
537022,22307,GOLD MUG BONE CHINA TREE OF LIFE,6,2010-12-03 15:45:00,1.95,12725.0,Italy
537022,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,24,2010-12-03 15:45:00,0.65,12725.0,Italy
537022,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,6,2010-12-03 15:45:00,4.25,12725.0,Italy
537022,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,4,2010-12-03 15:45:00,4.25,12725.0,Italy
537022,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2010-12-03 15:45:00,4.25,12725.0,Italy
537022,85034A,3 GARDENIA MORRIS BOXED CANDLES,4,2010-12-03 15:45:00,4.25,12725.0,Italy
537022,85035C,ROSE 3 WICK MORRIS BOX CANDLE,4,2010-12-03 15:45:00,4.25,12725.0,Italy
537022,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,6,2010-12-03 15:45:00,4.25,12725.0,Italy
537022,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,4,2010-12-03 15:45:00,4.25,12725.0,Italy
537022,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,2010-12-03 15:45:00,4.25,12725.0,Italy
537022,85034C,3 ROSE MORRIS BOXED CANDLES,4,2010-12-03 15:45:00,4.25,12725.0,Italy
537022,72741,GRAND CHOCOLATECANDLE,9,2010-12-03 15:45:00,1.45,12725.0,Italy
537022,84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,2010-12-03 15:45:00,5.95,12725.0,Italy
537022,22697,GREEN REGENCY TEACUP AND SAUCER,6,2010-12-03 15:45:00,2.95,12725.0,Italy
537022,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,3,2010-12-03 15:45:00,4.65,12725.0,Italy
537026,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-12-03 16:35:00,2.1,12395.0,Belgium
537026,21217,RED RETROSPOT ROUND CAKE TINS,2,2010-12-03 16:35:00,9.95,12395.0,Belgium
537026,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2010-12-03 16:35:00,0.42,12395.0,Belgium
537026,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2010-12-03 16:35:00,0.42,12395.0,Belgium
537026,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2010-12-03 16:35:00,0.42,12395.0,Belgium
537026,21975,PACK OF 60 DINOSAUR CAKE CASES,48,2010-12-03 16:35:00,0.55,12395.0,Belgium
537026,21976,PACK OF 60 MUSHROOM CAKE CASES,48,2010-12-03 16:35:00,0.55,12395.0,Belgium
537026,22551,PLASTERS IN TIN SPACEBOY,12,2010-12-03 16:35:00,1.65,12395.0,Belgium
537026,85099B,JUMBO BAG RED RETROSPOT,10,2010-12-03 16:35:00,1.95,12395.0,Belgium
537026,22355,CHARLOTTE BAG SUKI DESIGN,10,2010-12-03 16:35:00,0.85,12395.0,Belgium
537026,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-03 16:35:00,0.55,12395.0,Belgium
537065,22837,HOT WATER BOTTLE BABUSHKA ,8,2010-12-05 11:57:00,4.65,12567.0,France
537065,22846,BREAD BIN DINER STYLE RED ,1,2010-12-05 11:57:00,16.95,12567.0,France
537065,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2010-12-05 11:57:00,1.25,12567.0,France
537065,22968,ROSE COTTAGE KEEPSAKE BOX ,8,2010-12-05 11:57:00,8.5,12567.0,France
537065,84678,CLASSICAL ROSE SMALL VASE,6,2010-12-05 11:57:00,2.55,12567.0,France
537065,20665,RED RETROSPOT PURSE ,6,2010-12-05 11:57:00,2.95,12567.0,France
537065,21786,POLKADOT RAIN HAT ,24,2010-12-05 11:57:00,0.42,12567.0,France
537065,21787,RAIN PONCHO RETROSPOT,24,2010-12-05 11:57:00,0.85,12567.0,France
537065,20750,RED RETROSPOT MINI CASES,6,2010-12-05 11:57:00,7.95,12567.0,France
537065,20749,ASSORTED COLOUR MINI CASES,2,2010-12-05 11:57:00,7.95,12567.0,France
537065,21774,DECORATIVE CATS BATHROOM BOTTLE,12,2010-12-05 11:57:00,1.25,12567.0,France
537065,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2010-12-05 11:57:00,1.25,12567.0,France
537065,21439,BASKET OF TOADSTOOLS,12,2010-12-05 11:57:00,1.25,12567.0,France
537065,47566,PARTY BUNTING,5,2010-12-05 11:57:00,4.65,12567.0,France
537065,22727,ALARM CLOCK BAKELIKE RED ,4,2010-12-05 11:57:00,3.75,12567.0,France
537065,22726,ALARM CLOCK BAKELIKE GREEN,4,2010-12-05 11:57:00,3.75,12567.0,France
537065,22728,ALARM CLOCK BAKELIKE PINK,4,2010-12-05 11:57:00,3.75,12567.0,France
537065,22729,ALARM CLOCK BAKELIKE ORANGE,4,2010-12-05 11:57:00,3.75,12567.0,France
537065,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,2010-12-05 11:57:00,1.65,12567.0,France
537065,22467,GUMBALL COAT RACK,6,2010-12-05 11:57:00,2.55,12567.0,France
537065,22318,FIVE HEART HANGING DECORATION,6,2010-12-05 11:57:00,2.95,12567.0,France
537065,21195,PINK  HONEYCOMB PAPER BALL ,6,2010-12-05 11:57:00,2.1,12567.0,France
537065,20725,LUNCH BAG RED RETROSPOT,10,2010-12-05 11:57:00,1.65,12567.0,France
537065,20726,LUNCH BAG WOODLAND,20,2010-12-05 11:57:00,1.65,12567.0,France
537065,20728,LUNCH BAG CARS BLUE,10,2010-12-05 11:57:00,1.65,12567.0,France
537065,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2010-12-05 11:57:00,2.55,12567.0,France
537065,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-12-05 11:57:00,2.95,12567.0,France
537065,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2010-12-05 11:57:00,2.55,12567.0,France
